"Provider Org name","total_decisions","total_admitted","total_failed_to_attend","total_removals","total_gp_referrals","total_other_referrals","total_first_seen","total_first_dna","total_subs_seen","total_subs_dna","quarter_start"
SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,3,10,13,4,14,3,2017-07-01
SOUTHAMPTON NHS TREATMENT CENTRE,5770,3116,71,435,5480,0,3518,308,4621,216,2017-07-01
SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10194,8594,119,1760,20343,13658,26450,2044,55789,4650,2017-07-01
SOUTHERN HEALTH NHS FOUNDATION TRUST,744,777,17,349,1254,11,1678,115,2921,416,2017-07-01
SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,4752,4025,140,663,10353,10727,15504,1288,33974,2906,2017-07-01
SPIRE ALEXANDRA HOSPITAL,0,375,0,0,819,0,658,0,1001,0,2017-07-01
SPIRE BRISTOL HOSPITAL,0,318,0,0,503,0,392,0,715,0,2017-07-01
SPIRE BUSHEY HOSPITAL,0,320,0,0,633,0,542,0,1101,0,2017-07-01
SPIRE CAMBRIDGE LEA HOSPITAL,0,199,0,0,325,0,237,0,647,0,2017-07-01
SPIRE CHESHIRE HOSPITAL,0,833,0,0,1822,0,1067,0,2515,0,2017-07-01
SPIRE CLARE PARK HOSPITAL,0,275,0,0,401,0,356,0,742,0,2017-07-01
SPIRE DUNEDIN HOSPITAL,0,439,0,0,825,0,536,0,1412,0,2017-07-01
SPIRE ELLAND HOSPITAL,0,1091,0,0,1400,0,1236,0,4261,0,2017-07-01
SPIRE FYLDE COAST HOSPITAL,0,1204,0,0,2186,0,1456,0,2117,0,2017-07-01
SPIRE GATWICK PARK HOSPITAL,0,247,0,0,357,0,200,0,434,0,2017-07-01
SPIRE HARPENDEN HOSPITAL,0,390,0,0,637,0,495,0,1339,0,2017-07-01
SPIRE HARTSWOOD HOSPITAL,0,302,0,0,582,0,469,0,1022,0,2017-07-01
SPIRE HULL AND EAST RIDING HOSPITAL,0,2522,0,0,3277,0,2376,0,7665,0,2017-07-01
SPIRE LEEDS HOSPITAL,0,837,0,0,1445,0,1167,0,4105,0,2017-07-01
SPIRE LEICESTER HOSPITAL,0,283,0,0,676,0,536,0,1384,0,2017-07-01
SPIRE LITTLE ASTON HOSPITAL,0,616,0,0,902,0,745,0,4010,0,2017-07-01
SPIRE LIVERPOOL HOSPITAL,0,1949,0,0,3263,0,2422,0,7061,0,2017-07-01
SPIRE MANCHESTER HOSPITAL,0,378,0,0,706,0,541,0,1463,0,2017-07-01
SPIRE METHLEY PARK HOSPITAL,0,675,0,0,1107,0,700,0,2861,0,2017-07-01
SPIRE MONTEFIORE HOSPITAL,0,290,0,0,482,0,294,0,1185,0,2017-07-01
SPIRE MURRAYFIELD HOSPITAL,0,670,0,0,846,0,645,0,2182,0,2017-07-01
SPIRE NORWICH HOSPITAL,0,428,0,0,416,0,6,0,1872,0,2017-07-01
SPIRE PARKWAY HOSPITAL,0,806,0,0,1289,0,1011,0,3965,0,2017-07-01
SPIRE PORTSMOUTH HOSPITAL,0,278,0,0,431,0,375,0,963,0,2017-07-01
SPIRE REGENCY HOSPITAL,0,475,0,0,1470,0,697,0,2739,0,2017-07-01
SPIRE RODING HOSPITAL,0,1226,0,0,2233,0,1630,0,3807,0,2017-07-01
SPIRE SOUTH BANK HOSPITAL,0,614,0,0,1141,0,756,0,2729,0,2017-07-01
SPIRE SOUTHAMPTON HOSPITAL,0,408,0,0,768,0,514,0,1729,0,2017-07-01
SPIRE ST ANTHONY'S HOSPITAL,0,22,0,0,104,0,56,0,34,0,2017-07-01
SPIRE SUSSEX HOSPITAL,0,279,0,0,526,0,381,0,976,0,2017-07-01
SPIRE THAMES VALLEY HOSPITAL,0,142,0,0,320,0,213,0,688,0,2017-07-01
SPIRE TUNBRIDGE WELLS HOSPITAL,0,216,0,0,424,0,234,0,351,0,2017-07-01
SPIRE WASHINGTON HOSPITAL,0,1174,0,0,1554,0,1172,0,3865,0,2017-07-01
SPIRE WELLESLEY HOSPITAL,0,1436,0,0,1224,0,1145,0,4986,0,2017-07-01
SPRINGFIELD HOSPITAL,1399,1510,0,123,3422,0,3451,128,10088,667,2017-07-01
ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12669,10838,245,2441,35083,21729,53595,6205,103104,11498,2017-07-01
ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,13221,11151,269,327,20255,11715,29065,3278,67929,7636,2017-07-01
ST MARTINS HOSPITAL,0,0,0,0,351,888,330,37,442,84,2017-07-01
ST MARY'S NHS TREATMENT CENTRE,3256,2125,50,207,3517,943,2444,178,1553,32,2017-07-01
STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,481,494,15,100,1634,4,1528,127,3895,345,2017-07-01
STOCKPORT NHS FOUNDATION TRUST,8176,7456,186,1460,15657,9409,22097,2021,50418,4601,2017-07-01
SUFFOLK COMMUNITY HEALTHCARE,510,496,14,0,252,207,213,56,685,65,2017-07-01
SURREY AND SUSSEX HEALTHCARE NHS TRUST,5830,8495,0,443,19521,14601,27231,2208,36650,3915,2017-07-01
SUSSEX COMMUNITY DERMATOLOGY SERVICE,866,866,0,0,8662,0,7768,309,5978,316,2017-07-01
SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,0,0,109,218,316,11,2088,74,2017-07-01
SUSSEX MSK PARTNERSHIP 2,743,790,12,179,894,32,1050,63,2532,142,2017-07-01
TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,5594,4844,149,820,12166,6203,16061,1599,29060,2757,2017-07-01
TAUNTON AND SOMERSET NHS FOUNDATION TRUST,8285,7092,81,1192,15490,6746,15911,1077,27238,2052,2017-07-01
TEES VALLEY TREATMENT CENTRE,1650,1814,40,136,2582,0,2274,169,2729,184,2017-07-01
THE BERKSHIRE INDEPENDENT HOSPITAL,386,460,4,18,1136,0,1153,85,2259,131,2017-07-01
THE CHRISTIE NHS FOUNDATION TRUST,2385,2915,52,338,57,4962,4387,204,82806,2555,2017-07-01
THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,688,348,0,5,76,2571,2474,138,59021,1952,2017-07-01
THE CROFT SHIFA HEALTH CENTRE,390,390,12,57,844,0,838,77,2437,144,2017-07-01
THE DUDLEY GROUP NHS FOUNDATION TRUST,9375,9073,38,208,20946,9729,33801,3455,61295,5229,2017-07-01
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6506,4949,299,1102,20217,8619,22537,2764,39463,4492,2017-07-01
THE HORDER CENTRE - ST JOHNS ROAD,547,539,0,179,662,25,582,24,955,61,2017-07-01
THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,26538,23576,574,2964,51373,32116,74464,7396,186752,21191,2017-07-01
THE ONE HEALTH GROUP LTD,9,6,6,0,2611,7,2340,1000,3738,523,2017-07-01
THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,5144,4701,38,549,16077,11325,22204,1741,36617,2611,2017-07-01
"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6380,5610,190,890,13756,6753,17860,1334,43594,2774,2017-07-01
THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3196,3023,40,626,6119,2753,8172,392,15900,1071,2017-07-01
THE ROTHERHAM NHS FOUNDATION TRUST,5455,6406,58,1842,12745,9609,19314,1793,44598,3647,2017-07-01
THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,13252,9906,150,2059,20623,8780,29939,2035,39025,2499,2017-07-01
THE ROYAL MARSDEN NHS FOUNDATION TRUST,2716,2248,2,410,2432,3495,4782,419,55647,3115,2017-07-01
THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3350,3662,105,1007,5273,2777,6267,733,16471,2163,2017-07-01
THE ROYAL WOLVERHAMPTON NHS TRUST,11085,9436,325,2352,31759,16826,45873,4586,94981,7104,2017-07-01
THE WALTON CENTRE NHS FOUNDATION TRUST,1822,1585,49,327,7382,5949,11177,863,17720,1995,2017-07-01
THE WESTBOURNE CENTRE,418,455,14,30,621,0,645,71,625,61,2017-07-01
THE YORKSHIRE CLINIC,2338,3234,57,226,5538,0,4798,398,18820,1372,2017-07-01
TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6477,5550,119,837,11792,13576,23210,1457,56210,3080,2017-07-01
UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,13357,11266,581,1878,31966,15886,45707,3800,84601,8420,2017-07-01
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,16104,13450,521,3115,30128,28146,48709,7231,152952,18703,2017-07-01
UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,10768,9983,347,1442,17528,13401,27682,2742,52743,5425,2017-07-01
UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11871,11336,239,1174,22710,27158,46179,4496,99188,9670,2017-07-01
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,12932,11478,394,1606,16202,15890,32609,4520,116706,12737,2017-07-01
UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,13329,12292,242,1824,28524,24475,39615,3410,91668,7196,2017-07-01
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,16765,14092,475,1825,27880,27435,47746,4375,70827,7079,2017-07-01
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19015,16583,326,2907,54165,37938,68672,6317,131079,10431,2017-07-01
UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9479,8769,11,434,18248,10654,24820,2204,43407,4618,2017-07-01
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,16427,15136,659,2332,30208,35717,54066,5048,82116,7334,2017-07-01
VIRGIN CARE SERVICES LTD,0,0,0,0,0,25,26,0,248,274,2017-07-01
WALSALL HEALTHCARE NHS TRUST,5038,4289,237,656,13468,11328,17056,2719,32066,4660,2017-07-01
WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,7505,6845,186,1168,13754,10213,20331,2434,55358,6798,2017-07-01
WEST HERTFORDSHIRE HOSPITALS NHS TRUST,11095,9140,248,1585,23753,16651,26918,3301,46445,5473,2017-07-01
WEST LONDON MENTAL HEALTH NHS TRUST,6,8,0,0,0,0,0,0,0,0,2017-07-01
WEST MIDLANDS HOSPITAL,1028,1298,0,44,2708,0,2617,123,7567,416,2017-07-01
WEST SUFFOLK NHS FOUNDATION TRUST,1909,7213,76,945,17914,14353,17770,734,40509,1974,2017-07-01
WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,14685,12191,271,2165,18416,16357,31344,2142,49389,3555,2017-07-01
WESTON AREA HEALTH NHS TRUST,2988,2332,28,247,5571,2051,7506,492,16791,1155,2017-07-01
WHITTINGTON HEALTH NHS TRUST,4623,3759,308,903,14717,9256,17863,2756,33470,5210,2017-07-01
WILL ADAMS NHS TREATMENT CENTRE,2203,1334,15,176,1671,43,1204,40,1328,8,2017-07-01
WINFIELD HOSPITAL,555,697,8,53,1015,0,853,57,3280,189,2017-07-01
WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,10233,9386,51,924,14473,9001,24439,2354,51608,4290,2017-07-01
WOODLAND HOSPITAL,1692,1944,4,246,2997,0,2596,179,6815,513,2017-07-01
WOODTHORPE HOSPITAL,1183,1470,20,92,2207,0,2232,168,5081,486,2017-07-01
WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,15750,13659,510,2562,22415,14102,34014,2690,51290,4712,2017-07-01
WORCESTERSHIRE HEALTH AND CARE NHS TRUST,0,0,0,0,2993,1579,2222,254,4325,631,2017-07-01
"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",10257,8603,62,1667,19191,10805,26239,2255,57816,4889,2017-07-01
WYE VALLEY NHS TRUST,4882,4195,61,684,10809,6335,14219,1119,31463,2593,2017-07-01
YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3729,3469,54,727,8348,3911,10528,451,20931,1610,2017-07-01
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,11432,9599,56,1603,29218,26156,29459,2337,61031,4265,2017-07-01
AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10464,8701,803,1683,14150,12959,24925,3177,43129,5212,2018-07-01
AIREDALE NHS FOUNDATION TRUST,2653,2224,31,264,10045,3838,12838,1063,24984,2261,2018-07-01
ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2157,4145,44,179,5441,12632,12786,1825,31580,3544,2018-07-01
ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9483,8057,274,1645,32607,16261,41333,3464,61220,5972,2018-07-01
ASHTEAD HOSPITAL,490,530,0,0,1599,0,1787,54,2447,110,2018-07-01
ASPEN - CLAREMONT HOSPITAL,713,620,10,0,1202,6,1167,50,1668,106,2018-07-01
ASPEN - HIGHGATE HOSPITAL,285,256,1,38,480,0,395,25,624,44,2018-07-01
ASPEN - PARKSIDE HOSPITAL,133,120,1,4,238,0,295,26,307,73,2018-07-01
ASPEN - THE HOLLY,1103,1094,13,138,2241,0,2064,86,2672,270,2018-07-01
ASPEN HEALTHCARE - MIDLAND EYE,564,496,0,25,648,0,586,23,0,0,2018-07-01
"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12135,10889,187,1778,34680,27188,42768,6227,71028,10311,2018-07-01
BARLBOROUGH NHS TREATMENT CENTRE,1201,651,1,97,1078,0,996,0,2232,71,2018-07-01
"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",440,440,0,0,0,0,673,190,2221,658,2018-07-01
BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4324,5618,122,261,15853,11200,24674,2072,65840,4676,2018-07-01
BARTS HEALTH NHS TRUST,26731,19111,882,4113,70630,50564,90862,13067,235023,32587,2018-07-01
BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10500,9078,31,3250,20559,14118,30177,2673,60227,5611,2018-07-01
BEDFORD HOSPITAL NHS TRUST,6482,6116,86,626,12732,5730,15102,1281,27151,2722,2018-07-01
BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,153,340,399,105,904,33,2018-07-01
BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,0,0,0,0,1239,2509,3208,851,19371,3601,2018-07-01
BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16,2302,0,0,13076,3229,7839,1295,29913,3793,2018-07-01
BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4870,4844,193,461,21467,9156,28149,2078,53752,5991,2018-07-01
BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,458,1349,1704,383,5198,1068,2018-07-01
BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,16966,14781,172,3408,16175,15426,25785,2599,65374,7252,2018-07-01
BLAKELANDS HOSPITAL,826,1303,0,0,2074,0,2423,105,2919,142,2018-07-01
BMI - BATH CLINIC,519,400,0,45,680,6,595,21,1133,26,2018-07-01
BMI - BISHOPS WOOD,355,214,0,64,846,37,763,65,1651,66,2018-07-01
BMI - CHELSFIELD PARK HOSPITAL,572,412,0,102,834,1,720,28,1757,62,2018-07-01
BMI - FAWKHAM MANOR HOSPITAL,447,267,0,133,646,8,475,20,1341,32,2018-07-01
BMI - GORING HALL HOSPITAL,768,715,0,65,245,375,574,20,3229,74,2018-07-01
BMI - HENDON HOSPITAL,355,267,0,36,1365,525,1418,89,2343,128,2018-07-01
BMI - SARUM ROAD HOSPITAL,353,237,0,24,130,139,178,6,860,35,2018-07-01
BMI - SHIRLEY OAKS HOSPITAL,1349,959,0,126,1947,197,1681,147,3794,177,2018-07-01
BMI - THE ALEXANDRA HOSPITAL,1487,1184,0,197,2678,21,2194,139,6426,226,2018-07-01
BMI - THE BEARDWOOD HOSPITAL,1772,1654,0,118,1740,37,1543,131,5208,253,2018-07-01
BMI - THE BEAUMONT HOSPITAL,1829,1105,0,285,2324,19,2069,126,5127,319,2018-07-01
BMI - THE BLACKHEATH HOSPITAL,672,549,0,113,1222,19,1013,130,2419,174,2018-07-01
BMI - THE CHAUCER HOSPITAL,718,667,0,75,939,214,954,46,1573,54,2018-07-01
BMI - THE CHILTERN HOSPITAL,200,162,0,22,425,16,360,13,1098,19,2018-07-01
BMI - THE CLEMENTINE CHURCHILL HOSPITAL,1178,825,0,177,1322,571,1162,122,4488,210,2018-07-01
BMI - THE DROITWICH SPA HOSPITAL,1063,768,0,173,1371,125,1239,84,3501,100,2018-07-01
BMI - THE ESPERANCE HOSPITAL,505,408,0,36,278,48,247,18,925,43,2018-07-01
BMI - THE HAMPSHIRE CLINIC,784,668,0,59,954,93,839,48,2666,117,2018-07-01
BMI - THE HARBOUR HOSPITAL,140,119,0,16,294,0,178,5,347,10,2018-07-01
BMI - THE HIGHFIELD HOSPITAL,1589,740,0,214,1875,23,759,59,3003,136,2018-07-01
BMI - THE KINGS OAK HOSPITAL,497,408,0,96,1438,8,1166,80,1647,82,2018-07-01
BMI - THE LONDON INDEPENDENT HOSPITAL,2565,1524,0,479,3340,654,2321,185,5837,468,2018-07-01
BMI - THE MANOR HOSPITAL,410,376,0,67,418,21,438,20,1078,46,2018-07-01
BMI - THE MERIDEN HOSPITAL,944,661,0,92,1255,68,1237,87,4097,259,2018-07-01
BMI - THE PARK HOSPITAL,719,563,0,71,774,122,752,35,2315,84,2018-07-01
BMI - THE PRINCESS MARGARET HOSPITAL,248,187,0,33,552,22,397,18,900,35,2018-07-01
BMI - THE PRIORY HOSPITAL,309,295,0,71,1117,6,892,107,2141,175,2018-07-01
BMI - THE RIDGEWAY HOSPITAL,877,730,0,85,1238,1,1103,24,2118,63,2018-07-01
BMI - THE RUNNYMEDE HOSPITAL,109,103,0,13,84,26,90,8,331,7,2018-07-01
BMI - THE SANDRINGHAM HOSPITAL,531,379,0,62,620,234,608,44,1411,41,2018-07-01
BMI - THE SAXON CLINIC,482,355,0,33,572,28,459,19,1185,36,2018-07-01
BMI - THE SHELBURNE HOSPITAL,71,63,0,5,168,13,150,4,80,2,2018-07-01
BMI - THE SLOANE HOSPITAL,292,239,0,37,480,6,462,12,1149,55,2018-07-01
BMI - THE SOMERFIELD HOSPITAL,309,238,0,48,506,12,376,42,1300,51,2018-07-01
BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL,777,656,0,96,1204,23,1093,65,2363,127,2018-07-01
BMI - THE WINTERBOURNE HOSPITAL,348,292,0,22,352,29,352,7,1040,23,2018-07-01
BMI - THORNBURY HOSPITAL,642,264,0,87,827,18,413,30,1307,97,2018-07-01
BMI - THREE SHIRES HOSPITAL,1305,994,0,148,1776,98,1516,91,4343,150,2018-07-01
BMI GISBURNE PARK HOSPITAL,753,685,0,86,1029,144,1044,43,2539,182,2018-07-01
BMI MOUNT ALVERNIA HOSPITAL,259,162,0,21,554,14,1072,102,3349,279,2018-07-01
BMI SOUTHEND PRIVATE HOSPITAL,334,457,0,118,475,12,760,65,696,34,2018-07-01
BMI ST EDMUNDS HOSPITAL,385,301,0,58,355,77,411,25,625,9,2018-07-01
BMI THE CAVELL HOSPITAL,572,447,0,98,616,7,518,45,2064,98,2018-07-01
BMI THE DUCHY HOSPITAL,239,190,0,22,417,19,416,33,1040,39,2018-07-01
BMI THE EDGBASTON HOSPITAL,919,688,0,211,1602,65,1399,124,3165,291,2018-07-01
BMI THE HUDDERSFIELD HOSPITAL,731,632,0,69,1240,138,1014,95,3565,146,2018-07-01
BMI THE LANCASTER HOSPITAL,620,380,0,118,598,83,545,37,1115,99,2018-07-01
BMI THE LINCOLN HOSPITAL,436,325,0,52,609,33,538,26,1757,55,2018-07-01
BMI WOODLANDS HOSPITAL,1392,1162,0,117,1637,120,1554,76,5966,212,2018-07-01
BOLTON NHS FOUNDATION TRUST,6213,6005,209,755,16603,9869,20087,2098,41742,4481,2018-07-01
BOSTON WEST HOSPITAL,669,761,8,40,1489,0,1540,147,2324,183,2018-07-01
BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,0,274,0,0,551,0,427,0,0,0,2018-07-01
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9374,10580,313,1854,18331,17890,24531,2049,59999,3628,2018-07-01
BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,2224,1126,2317,229,3397,475,2018-07-01
BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,12388,10301,155,1721,22301,13480,46128,3699,102004,8944,2018-07-01
BROMLEY HEALTHCARE,124,56,0,0,358,212,227,69,3307,227,2018-07-01
BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10296,9321,113,1601,22650,7337,27044,1759,45135,2783,2018-07-01
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10749,9169,54,1394,25269,0,29973,2364,59314,3695,2018-07-01
CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14247,11635,0,2360,33227,17878,39716,1193,92284,5406,2018-07-01
CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,134,134,0,0,134,422,160,27,741,164,2018-07-01
CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,6,6,0,0,893,1452,1798,164,3649,403,2018-07-01
CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,0,0,0,0,252,341,372,85,876,74,2018-07-01
CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,10767,8844,120,1535,25873,15996,50553,7720,99915,14665,2018-07-01
CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,251,255,0,0,0,0,303,37,1882,353,2018-07-01
CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6242,5720,110,585,13336,5710,17615,1542,54582,4295,2018-07-01
CIRCLE - NOTTINGHAM NHS TREATMENT CENTRE,4364,6667,104,20,14098,878,13287,960,27619,2566,2018-07-01
CIRCLE BATH HOSPITAL,1297,1229,10,7,2667,2,2747,103,2279,275,2018-07-01
CIRCLE READING HOSPITAL,1315,1591,31,4,2511,1344,3163,187,4354,228,2018-07-01
CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,12657,10906,355,1180,26055,15464,44795,3617,72892,7747,2018-07-01
CLIFTON PARK HOSPITAL,347,347,0,23,535,0,519,36,2741,106,2018-07-01
COMMUNITAS CLINICS,0,0,0,0,177,0,220,21,141,12,2018-07-01
CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,311,249,500,10,0,0,2018-07-01
COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5547,4792,68,717,15793,19015,23281,1663,51742,3298,2018-07-01
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,7345,6198,91,1002,25450,20656,47487,4271,70444,8342,2018-07-01
COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,1021,218,1019,229,1392,282,2018-07-01
CROYDON HEALTH SERVICES NHS TRUST,8145,6332,382,745,20903,9433,27738,2884,49441,4506,2018-07-01
CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,186,237,376,54,927,122,2018-07-01
DARTFORD AND GRAVESHAM NHS TRUST,8277,6699,185,1481,13251,7626,17106,1776,30007,2389,2018-07-01
DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,1240,1256,15,126,4389,916,4334,228,9560,453,2018-07-01
DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,131,2417,2027,417,6385,1256,2018-07-01
DEVIZES NHS TREATMENT CENTRE,1070,1099,22,93,645,798,1154,173,421,32,2018-07-01
DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,10166,9026,307,1296,27110,15678,41695,4700,80843,9084,2018-07-01
DORKING HEALTHCARE LIMITED (DHC),0,0,0,0,2833,238,2578,180,3422,264,2018-07-01
DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,6354,5635,98,748,9659,3818,12260,748,27116,2002,2018-07-01
DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,549,520,41,43,1717,195,1275,94,1602,143,2018-07-01
DUCHY HOSPITAL,896,1073,2,26,1359,0,1419,37,4582,272,2018-07-01
DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,0,0,0,0,1075,406,1000,199,5985,1306,2018-07-01
EAST AND NORTH HERTFORDSHIRE NHS TRUST,10408,4978,1137,467,28493,12368,32858,2859,62590,6041,2018-07-01
EAST CHESHIRE NHS TRUST,4316,3636,34,521,7575,4245,11498,660,17158,959,2018-07-01
EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12044,16856,154,1504,40009,35562,42913,3950,66425,6210,2018-07-01
EAST LANCASHIRE HOSPITALS NHS TRUST,13826,12343,330,1858,25105,8841,35533,2943,86560,6292,2018-07-01
EAST LONDON NHS FOUNDATION TRUST,0,0,0,0,3196,1454,6606,0,0,0,2018-07-01
EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,17964,15599,111,2387,43196,33644,57520,3725,100968,6137,2018-07-01
EAST SUSSEX HEALTHCARE NHS TRUST,5070,4148,130,883,20946,8945,26342,2111,45529,4056,2018-07-01
EMERSONS GREEN NHS TREATMENT CENTRE,2462,2538,108,310,2045,1839,2434,240,2103,197,2018-07-01
EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8602,6943,124,1661,23754,2972,29029,3256,48275,5228,2018-07-01
EPSOMEDICAL GROUP,1526,1310,17,0,2643,286,2732,41,3522,136,2018-07-01
ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,1191,628,497,3508,733,2018-07-01
EUXTON HALL HOSPITAL,1450,1640,0,145,3566,0,3459,56,8228,163,2018-07-01
FAIRFIELD HOSPITAL,995,995,0,0,1942,0,1975,22,3421,190,2018-07-01
FITZWILLIAM HOSPITAL,1620,1910,13,83,2673,0,3072,164,8035,414,2018-07-01
FRIMLEY HEALTH NHS FOUNDATION TRUST,15379,13631,376,3172,42818,18472,44964,4763,78640,7881,2018-07-01
FULWOOD HALL HOSPITAL,1420,1870,0,98,3067,0,3294,221,7058,448,2018-07-01
GATESHEAD HEALTH NHS FOUNDATION TRUST,4707,2679,127,710,8150,4157,12036,805,23454,2520,2018-07-01
GEORGE ELIOT HOSPITAL NHS TRUST,4432,4402,153,600,12216,6607,16451,1327,32567,3025,2018-07-01
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,14852,11502,0,0,39981,18739,44071,3538,91216,5867,2018-07-01
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,4133,3932,174,410,892,8742,9233,785,41145,4097,2018-07-01
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4245,3827,60,831,18096,9161,23019,1485,37723,2706,2018-07-01
GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,25045,21795,738,3898,55128,69135,79157,11091,149351,20502,2018-07-01
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11368,10699,251,1373,22581,10144,30713,2077,62088,4573,2018-07-01
HAND TO ELBOW CLINIC (BATH),0,0,0,0,34,0,42,1,34,0,2018-07-01
